Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greece,GRC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14000000,14000000,16000000,18000000,20000000,19000000,12000000,14000000,13000000,8000000,10000000,12000000,13000000,15000000,15000000,13000000,19000000,27000000,46000000,58000000,57000000,58000000,..,205078705.1,202864432.7,225068410.5,287639249.7,334838120,466062588.7,441508052.7,406104697.2,600153526,713441167.6,654722897.3,626946377.4,556622104.3,370769831,322272258.6,445973221.3,290739287.5,246662484,347582001.5,382963979.6,321456877.1,320133707.8,351027037,279990877.9
Greenland,GRL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,296296.2963,314814.8148,333333.3333,370370.3704,370370.3704,370370.3704,440740.7407,348148.1481,266666.6667,225925.9259,507407.4074,514814.8148,603703.7037,611111.1111,607407.4074,674074.0741,444444.4444,570370.3704,788888.8889,885203.7037,2366511.111,2533894.074,3024590.741,3492194.815,5502012.222,5615735.926,6213040.37,6465571.111,8207337.131,9366087.701,9945231.109,8783540.507,12214406.07,13662922.36,11166960.76,11996724.09,..
Guam,GUM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1200000,300000,600000,1300000,600000,400000,300000,200000,..,100000,..,..,..,..,100000,..,..,..,..,..,..,..,..,..,..,..,..,39900000,49400000,60200000,72100000,71710050,85633650,88639330,89808790,93742530,104190630,134841560,153058570,170383790,194885240,209674630,241960110,259562200,315762140,..
Guinea,GIN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,149600,..,1026510,760000,873050,210000,870000,210000,30000,420000,180000,1200000,770000,620000,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67432.99206,..,3785.836664,..,..,..,..,..,..,..,..,..,..,2367.065966,..,..,..,..,..,..,..
Guyana,GUY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000000,1200000,12300000,13600000,10800000,5400000,21600000,17600000,18522000,19448000,20421000,21442000,22513606.76,22963878.9,28015932.26,34179437.35,41698913.57,65990000,23943000,18244000,13827630,9405354.444,5260000,3677280,2426130,2985672.593,..
Haiti,HTI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,900000,400000,370000,400000,500000,400000,400000,400000,480000,520000,1640000,1586440,2163920,1642260,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,574634.06,689982.2407,2175549.018,5945614.041,6968093.149,9328750.025,8183983.937,9954811.438,9865178.687,6525263.042,5590099.324,5230586.262,6975195.075,7036343.132,8355410.37,7059287.404,7208447.574,12782078.58,16185260.01,19824653.64,20588093.24,24675780.52,26221521.9,31949359.76,49726451.1,54080550.81,58108195.2,47186311.56,82019245.16,68144521.56,89413371.42,113142261.5,130050120.9,185581832.4,184045605.3,211449780.7,197265163,206120809,210163453.9,319009966.4,259492528.6,248833395.7,254852388.4,306496120.6,377605285.8,529988992,410864797.6,516246264.7,149483535.1
High income,HIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,..,..,..,2000000,2000000,67193370.12,76480662.93,104933701.6,675452966.7,1147120679,1374045186,1704612977,1870360067,3062037781,3255393017,3479063895,4191044664,5325050435,6013187296,6049282715,6155108968,6416015355,6825461351,7195529098,9442406048,12486702063,15580147636,17387746768,22258452690,23602932706,25501464453,24942865434,27947193030,34828701907,47418706298,48836709845,52444452822,61979279064,68401643646,67751301227,75155399951,83737680186,1.21501E+11,1.56721E+11,1.6339E+11,1.81784E+11,2.19848E+11,2.15581E+11,2.32356E+11,2.5467E+11,2.53976E+11,2.71396E+11,3.1081E+11,3.38785E+11,3.14993E+11,3.36542E+11,3.60637E+11,3.71246E+11,3.83569E+11,4.18264E+11,4.21565E+11
Honduras,HND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,449999.9999,550000,650000,750000,950000,1200000,1400000,1650000,2000000,2250000,1950000,2250000,2000000,2000000,2200000,2500000,3000000,4000000,4500000,4900000,5400000,8900000,4000000,4500000,9200000,9500000,13800000,15700000,15400000,19117000,19444940,20910350,26751868.55,27747055.11,25381640,25680000,30380000,35154664.84,38670131.32,85312365.83,75110955.92,59033072.64,66573650.27,109405527.9,115060498.6,84546357.75,62388066,93915339.06,102302654.4
"Hong Kong SAR, China",HKG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,536839387.2,280589056,461122758.5,491103104.2,695994666.5,864428601.8,1111347424,1288812729,1357493082,1504417242,1610465042,1699752586,1978131461,2009279637,2018574965,2027166770,1938286852,1860613528,1882822751,1924781218,1993170615,1979477323,1759723742,2037243795,..
Hungary,HUN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35895240.69,39068374.03,29613158.14,39244450.77,74863051.92,69995137.09,131802698.8,191932167.9,214573381.7,307004937.2,258734878.2,269492894.8,416530257.1,463929314.8,1053803576,1107702919,1169130363,1752222005,2596029138,1981316302,1799363441,2034865903,1701009788,1966063664,1701540946,2006472537,1446684698,1597954988,1628927748,1701673073,1408457720,1661069518,1361684817
IBRD only,IBD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,80566853.09,377819757.5,500829214,503187930.4,588435739,765155205,746346596.8,1025988806,1042793830,1075997972,971933407.9,928796321.2,990738044.3,1030307352,1123670957,1319999312,1466616297,1569422984,1597642626,1905343120,2943879295,3125925610,3858223654,5539394489,5725808416,7162672702,8646740385,9235433823,12154308877,14030357921,17428241616,21197279718,24440482473,30457796319,37045529040,36952468585,44666418910,50267492700,58958439627,67247358949,70553391366,66019793446,68322083228,77473478838,89273892582,87579069490,86528372771,1.02721E+11,1.00268E+11
Iceland,ISL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46763922.05,80111587.13,68399224.83,78598088.32,77949482.46,119197270.8,83750707.96,105225068.8,116324860.6,132737142.3,96747922.45,65792259.76,65200016.7,75438957.32
IDA & IBRD total,IBT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,81141487.15,378509739.7,502018588.4,516581224.9,600403571.8,782970552.5,821034433.8,1127639416,1093821971,1107557604,984825954.7,939189827.3,1003238165,1042406340,1135876189,1335337533,1486918827,1623981244,1621141690,2035038966,3067819429,3236347572,3953771335,5664880263,5846680660,7303038128,8828076760,9379964434,12309225465,14244968685,17677691667,21559846383,24836399996,30990144795,37626943772,37542279379,45341814739,50904255069,59707513642,68111337724,71731331214,67164844524,69662774714,78547160624,90382581239,88864608309,87701165739,1.04037E+11,1.01029E+11
IDA blend,IDB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250197.0309,9152673.16,7399739.647,10286597.47,68503853.06,94695798.45,43765656.33,27737528.18,10032557.31,7064467.473,9241993.524,8862645.393,7744302.91,10103468.94,14971244.44,45423119.51,10252285.71,115309480.9,107358090.8,89658697.34,69168994.41,92258112.21,61637714.03,79164334.43,113470722,86411852.34,65700675.09,131161140.9,142905036.4,227109541.3,223443849.3,322551461,367225484.4,346795933.4,429732664.3,419742487.2,543117911.6,545280335.7,620572597.9,653689613.7,670628533.4,761538666.4,672078909.6,734440776.5,669420722.7,683279034.2,479093565.6
IDA only,IDX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,574634.06,689982.2407,939177.3659,4240621.295,4568093.149,7528750.025,6183983.937,6954811.438,7262485.031,3822104.403,2859989.507,3329038.559,3258127.638,3236343.132,4460929.525,5234752.057,5331286.037,9135140.657,13246778.36,14386365.66,16582042.86,20763264.96,26378686.93,33227662.05,59234530.13,61201091.72,67865653.68,58118759.18,89215913.26,83449623.05,106545014.1,135457122.9,172473673.7,209797015.5,214189247.1,243014860.8,245663164,217019881.7,205956103.7,318698438.4,557367249.9,491361464.8,670062952.5,312143120.1,436609747,551098042.5,503372245.9,632560641.8,281870834.7
IDA total,IDA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,574634.06,689982.2407,1189374.397,13393294.46,11967832.8,17815347.5,74687836.99,101650609.9,51028141.36,31559632.58,12892546.82,10393506.03,12500121.16,12098988.52,12205232.43,15338221,20302530.48,54558260.17,23499064.07,129695846.6,123940133.7,110421962.3,95547681.34,125485774.3,120872244.2,140365426.2,181336375.6,144530611.5,154916588.4,214610763.9,249450050.5,362566664.3,395917523,532348476.5,581414731.5,589810794.2,675395828.3,636762369,749074015.3,863978774.1,1177939848,1145051078,1340691486,1073681787,1108688657,1285538819,1172792969,1315839676,760964400.3
India,IND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17776013.3,23026309.47,13068415.52,13496502.35,12455736.62,15153361.08,38854328.11,24571485.05,22207099.13,25143719.35,24934650.13,40558650.91,108393928.2,127039845.2,72465533.69,49565207.9,68598351.54,75336944.71,93836422.84,90293739.53,118039538.7,150485539.5,200807738.7,315298932.6,282463092.3,317035850.7,345233067,549887942.1,611481232.4,671829366.3,845949436,1159824391,1528826913,1860070100,2438302981,2819291079,3990055617,3903908830,4848711889,5009034407,5466041710,6515405394,7905957777,7889685402,7241107557,8631569309,10427794881
Indonesia,IDN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,990320000,960870000,872228637,1085450000,1327681814,1530107289,1616459043,1787966703,1800089222,1736373354,1861866472,1652686736,1732362913,1900641453,1470072410,1804721423,1530064502,1776614142,2018664741
"Iran, Islamic Rep.",IRN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28600000,..,203600000,100000,400000,5300000,..,..,400000,1000000,1400000,1500000,5700000,7800000,10200000,4900000,4800000,..
Ireland,IRL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19214895717,22041813683,24012890154,35450512680,35043049664,37458289198,40850357076,38193322608,42172564892,57267745573,70703012434,76560417794,75297536577,85482296094,94262327695,96825073581,1.33014E+11,1.36911E+11
Isle of Man,IMN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,..,..,..,2000000,2000000,2000000,3000000,3000000,3000000,4000000,6000000,4000000,8000000,9000000,9000000,11000000,8000000,7000000,3000000,31000000,39300000,33900000,33300000,24900000,31000000,46700000,55500000,64300000,73100000,85900000,103300000,111300000,148300000,155500000,183300000,195300000,212700000,269600000,360600000,459600000,461800000,433400000,490700000,541900000,680900000,912800000,908300000,898600000,831500000,1068300000,1111700000,998000000,1135700000,1061600000,1202100000,1351600000,1381900000,1520200000,1669800000,2176500000,2689800000
Italy,ITA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,9599999.99,11325726.86,13717189.18,20586403.11,21468733.3,19869764.39,16918955.17,54537911.94,31890021.98,366070968.2,450202399.4,411054952.7,413117698.2,443025691.8,401617863.2,331601910.9,491903867.7,507367403.3,779672190.9,615722076.2,1962163128,1470730161,1442119476,1215273154,1180899067,1165087574,1026765692,1003412275,1153316724,2681285650,2621860111,2868963292,3231625816,4315235434,4964976033,5517920061,6544011252,8008964321,7233846031,6142374753,6545120562,6609329693,5585999530,5387501410,5179740482,4320634262,4680064924,4783536892,5141287990,4952836478,4202673105,5061604128,5228958715
Jamaica,JAM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4500000,1400000,3000000,4900000,900000,1000000,7500000,1200000,1600000,1900000,2000000,6800000,7900000,11500000,7100000,9400000,2700000,3200000,10500000,19400000,27900000,27600000,30000000,40500000,41000000,38300000,32100000,10800000,9082033,10954140.74,11164167.27,60382721.7,48152311.87,44823553.95,36279447.73,47410236.73,60119539.63,55850569.29,50762247.77,50756619.68,50756619.68,51414871.82,51170096.18,50756619.68,50756619.68,50756619.68,50756619.68
Japan,JPN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9828945307,9620507762,8947380929,9854801124,11006793150,11098561971,11020739909,11003388852,13644338678,14653524495,15500422630,16677754114,18311541939,16834677241,18768647813,19172720512,19897558093,17831143180,20941598563,17033762146,20246369822,21381387584,21993730962,26774027971,28550217207,29653031448,27797728102
Jordan,JOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2394366.197,14788732.39,24084507.04,21267605.63,23521126.76,27183098.59,24507042.25,28028169.01,..
Kazakhstan,KAZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11762250,13633443,19912050,19631955,25710836,30903834,48439128,67989400,86660560,65089100,85536930,94623340,152394296,147894953.5,93680130,149088505,126873670,117050999.3,167710230,141641590,146488695,231453628.1,300714670.6
Kenya,KEN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1823210.38,..,4228953.261,5978677.505,3846172.489,3352284.779,101528079.8,87130007.14,64942812.05,52106048.28,67870509.2,46834098.93,50826564.68,77305180.52,62162530.43,42413135.3,39191514.88,50346909.84,36900044.49,19722101.69,23566334.83,28437309.8,21238102.94,17804542.29,15092764.09,31781529.12,77528527.67,147498189.7,146182787.7,144483967.3,206821952.1,131726255.2,121644123.3,76192114.52,42251397.39,..
Kiribati,KIR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,3000000,2000000,1000000,125100000,92200000,166200000,175800000,266200000,325600000,478000000,580300000,823300000,1129300000,1376800000,1608700000,1672700000,1451400000,1767300000,2468100000,2537000000,2529800000,2434400000,2741200000,3300300000,3142000000,3125900000,3660100000,4598100000,4720000000,4776500000,5334400000,5823400000,7355600000,9182900000,7415000000,8616600000,9836800000,10546000000,10055900000,9429400000,9701600000,9812300000,9909400000,9888400000,11116300000,11676500000
Kosovo,XKX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2151923.565,1676108.482,116017.3313,2409885.998,5473899.079,5702068.226,3703734.341,515984.4365,405738.3483,2930332.658,2712198.508,1698995.012,2629872.499,1939327.98,7061852.145,10273003.86,6203745.77,8176532.3,4397300.657
Kuwait,KWT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3804809.687,2816176.96,9236500,6924200,3368008.4,3547913.7,2988608.196,5983640.55,19490436.36,11707867.45,..,5662074,2586897,6189091,7755518,6927118,4981486,5954780,7538903,5301675,5911752,5000636,5652904,6553731,..
Lao PDR,LAO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,8000000,7000000,10000000,1002980,6514260,8344910,8418480,270776649.4,328953200.8,255747012.2,296305825.7,150985947.8,197213742.3,201104512.7,149087675.8,145114777.9,140986549.4,147148871.4,160958892.8,200384604.3,261368247.5,334440405.2,365941686.2,408237428.3,493959090.2,716945466.5,1012336592,1561352404,2211962548,3022529086,3278594020,4481096190,5263356476,6302386969,7713235942,9041057421,10596869157,32488891510,37739887815,43835888715,60906376845,59941818727,68143695703,75710312091,79576794946,90689249369,1.08637E+11,1.1766E+11,1.25058E+11,1.3128E+11,1.51001E+11,1.59289E+11,1.6249E+11,2.12057E+11,2.12679E+11
Latin America & Caribbean,LCN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,8000000,7000000,10000000,1002980,6514260,8344910,9452924.737,236854819.3,332557310.6,279804286.7,342229500,500747000,411691666.7,673878333.3,741095000,775881666.7,705940000,720517346.9,767175399.9,713414444.4,694903252,837535664.5,982765262.3,1046593470,975154465.9,1122277794,1513399817,1693143107,2116186819,2600442059,3219298620,3365870651,3366939209,3206408474,4733811214,4589734259,4613975922,5605690624,6390180477,7661049303,8701649023,8775768675,10606553488,12322458950,14142858564,15775384592,17478413458,16903353530,16987853456,17464884689,18574731753,17335425087,14901393733,16612766808,18256254112
Latin America & Caribbean (excluding high income),LAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,8000000,7000000,10000000,1002980,6514260,8344910,8868480,228406600,320931640,254355120,312558000,462000000,359900000,606270000,679320000,712390000,646790000,662850000,699769844.3,640458888.9,627033333.3,773250370.4,922490752.5,989034211.1,904587472.5,1046488023,1430156088,1599923222,1938857443,2258673111,2822477401,2766407982,2786320294,2586376271,4154110340,4030022072,3968900665,4903720327,5614227495,6793219494,7649727641,7649571555,9391779919,10920232920,12331174784,13566697470,15053074843,14550049791,14616710466,15391117813,15510891901,14705488635,12644034909,14639885959,16734052004
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,8000000,7000000,10000000,1002980,6514260,8344910,8868480,236111828.2,330943310.6,276496786.7,337633000,495275000,406541666.7,664378333.3,735545000,767681666.7,695840000,709417346.9,755575399.9,694064444.4,685703252,828385664.5,975565262.3,1040193470,964704465.9,1110927794,1495349817,1673893107,2091986819,2570192059,3187998620,3330590204,3328581108,3167344228,4692164153,4545966382,4565914301,5563774870,6327763839,7605584181,8639986609,8708332486,10562083759,12257516809,14084113279,15704093093,17403771108,16826625218,16840141093,17339260877,18445684155,17206321590,14767959627,16557764645,18242056614
Latvia,LVA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13580,2000,..,..,767000,1455000,6500000,9700000,..,..,..,..,..,..,..,..,35304159.59,25205434.22,33039281.24,52872035.88,43691574,47866470.98,45149422.11,34415898.64,36455711.91,47688935.27,64586076.55,50330404.63,30999228.72,37741486.72,38768989.02
Least developed countries: UN classification,LDC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,124634.06,139982.2407,289177.3659,1390621.295,1418093.149,1692358.025,283983.9372,404811.4378,762485.0308,664567.3483,809989.5069,879038.5594,1158127.638,1136343.132,2160929.525,2534752.057,2119006.962,4635140.657,7721535.841,8586365.66,10478098.15,11863264.96,12317765.13,27700445.78,35286307.43,36745787.74,39659153.68,30524559.18,47858717.99,32719114.42,55346968.11,67552891.72,77217842.89,99379564.88,107148021.3,128846116.5,130079810,121029477.6,319738553.9,359829620.3,693706244.2,664695579.2,779951656.5,400852193.4,491960153.8,371539601.1,351112889.4,342427994.1,333088186.6
Lebanon,LBN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.84,..,..,..,..,942199.4,12920910.57,40173765.91,32815724.76,28121287.53,34761108.11,34392576.1,32884145.91,22307143.2,15670585.06,22573047.82,5018810.253,4898958.376,..
Lesotho,LSO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,667959.956,1406811.799,1384535.83,442985.1774,1089633.277,..,335433.1014,1371747.228,328700.2254,1129515.256,1354946.225,-144976.9361,1076130.009,928054.8242,804133.4719,1261064.506,1558861.801,1662736.423,11876.11655,11362.28426,1245117.167,358796.3594,4868525.98,5035068.784,4665404.779,4152930.194,3831336.079,3382152.318,2925902.536,3221922.241,3261023.8,2971708.74,2617982.934,2907128.376,2633666.951
Liberia,LBR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
